Local Time,UTC Time,City,Country Code,Timezone,AQI,CO,NO2,O3,PM10,PM25,SO2,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,Wind Speed
2023-06-26 07:00:00,2023-06-26T00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,91,147.1,37.0,24.0,38.8,31.0,20.0,87,0.2,1005.0,94,25.6,1.2
2023-06-26 08:00:00,2023-06-26T01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,29,143.8,35.0,26.7,8.8,7.0,25.7,91,0.5,1006.0,93,26.0,1.2
2023-06-26 09:00:00,2023-06-26T02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,72,140.5,33.0,29.3,27.5,22.0,31.3,95,1.0,1006.0,92,26.3,1.2
2023-06-26 10:00:00,2023-06-26T03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,72,137.1,31.0,32.0,27.5,22.0,37.0,100,0.8,1006.0,92,26.7,1.2
2023-06-26 11:00:00,2023-06-26T04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,107,136.8,27.7,53.7,47.5,38.0,47.7,79,1.5,1006.0,88,27.5,0.7
2023-06-26 12:00:00,2023-06-26T05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,100,136.4,24.3,75.3,43.8,35.0,58.3,58,0.2,1005.0,85,28.2,1.3
2023-06-26 13:00:00,2023-06-26T06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,100,136.0,21.0,97.0,43.8,35.0,69.0,37,0.2,1005.0,82,29.0,2.0
2023-06-26 14:00:00,2023-06-26T07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,45,142.4,23.0,96.3,11.3,9.0,78.7,54,0.5,1004.0,80,29.2,2.0
2023-06-26 15:00:00,2023-06-26T08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,44,148.8,25.0,95.7,11.3,9.0,88.3,70,0.0,1004.0,78,29.3,2.0
2023-06-26 16:00:00,2023-06-26T09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,52,155.2,27.0,95.0,16.3,13.0,98.0,87,0.0,1003.0,77,29.5,2.0
2023-06-26 17:00:00,2023-06-26T10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,162.6,36.7,81.7,20.0,16.0,94.0,83,0.0,1004.0,79,29.0,1.3
2023-06-26 18:00:00,2023-06-26T11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,170.0,46.3,68.3,20.0,16.0,90.0,79,0.0,1004.0,81,28.5,0.7
2023-06-26 19:00:00,2023-06-26T12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,56,177.4,56.0,55.0,18.8,15.0,86.0,75,0.0,1004.0,83,28.0,2.0
2023-06-26 20:00:00,2023-06-26T13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,93,169.8,52.3,47.7,40.0,32.0,72.3,62,0.0,1005.0,86,27.5,0.7
2023-06-26 21:00:00,2023-06-26T14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,162.2,48.7,40.3,20.0,16.0,58.7,50,0.0,1006.0,89,27.1,1.3
2023-06-26 22:00:00,2023-06-26T15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,154.7,45.0,33.0,20.0,16.0,45.0,37,0.2,1006.0,92,26.6,2.0
2023-06-26 23:00:00,2023-06-26T16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,61,137.9,37.7,35.7,21.3,17.0,37.7,45,1.0,1006.0,92,26.6,1.7
2023-06-27 00:00:00,2023-06-26T17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,42,121.2,30.3,38.3,12.5,10.0,30.3,54,4.0,1006.0,92,26.7,1.3
2023-06-27 01:00:00,2023-06-26T18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,54,104.5,23.0,41.0,17.5,14.0,23.0,62,1.5,1006.0,92,26.7,1.0
2023-06-27 02:00:00,2023-06-26T19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,95.1,18.7,42.3,20.0,16.0,21.0,75,0.2,1005.0,93,26.5,0.7
2023-06-27 03:00:00,2023-06-26T20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,50,85.8,14.3,43.7,15.0,12.0,19.0,87,1.0,1005.0,94,26.4,0.3
2023-06-27 04:00:00,2023-06-26T21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,102,76.5,10.0,45.0,45.0,36.0,17.0,100,1.5,1005.0,95,26.2,1.6
2023-06-27 05:00:00,2023-06-26T22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,102,77.0,11.3,45.0,45.0,36.0,17.0,87,2.0,1005.0,93,26.6,2.0
2023-06-27 06:00:00,2023-06-26T23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,67,77.6,12.7,45.0,25.0,20.0,17.0,75,2.5,1005.0,91,27.1,2.0
2023-06-27 07:00:00,2023-06-27T00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,67,78.2,14.0,45.0,25.0,20.0,17.0,62,2.0,1006.0,89,27.5,2.4
2023-06-27 08:00:00,2023-06-27T01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,65,82.1,15.3,45.0,23.8,19.0,21.3,70,0.8,1006.0,88,27.6,1.0
2023-06-27 09:00:00,2023-06-27T02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,93,86.0,16.7,45.0,40.0,32.0,25.7,79,0.8,1007.0,87,27.6,2.0
2023-06-27 10:00:00,2023-06-27T03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,61,89.9,18.0,45.0,21.3,17.0,30.0,87,0.5,1008.0,86,27.7,3.0
2023-06-27 11:00:00,2023-06-27T04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,52,92.8,19.3,43.0,16.3,13.0,31.0,87,0.5,1007.0,85,28.1,2.7
2023-06-27 12:00:00,2023-06-27T05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,52,95.7,20.7,41.0,16.3,13.0,32.0,87,0.8,1007.0,83,28.6,2.3
2023-06-27 13:00:00,2023-06-27T06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,98.6,22.0,39.0,20.0,16.0,33.0,87,1.0,1006.0,81,29.0,2.0
2023-06-27 14:00:00,2023-06-27T07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,67,96.7,20.7,44.7,25.0,20.0,39.7,87,1.0,1006.0,81,29.2,2.0
2023-06-27 15:00:00,2023-06-27T08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,56,94.7,19.3,50.3,18.8,15.0,46.3,87,0.5,1005.0,81,29.4,2.0
2023-06-27 16:00:00,2023-06-27T09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,87,92.8,18.0,56.0,36.3,29.0,53.0,87,0.0,1004.0,82,29.6,2.0
2023-06-27 17:00:00,2023-06-27T10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,87,107.6,27.3,43.7,36.3,29.0,50.7,83,0.0,1005.0,82,29.3,1.7
2023-06-27 18:00:00,2023-06-27T11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,85,122.4,36.7,31.3,35.0,28.0,48.3,79,0.0,1005.0,83,28.9,1.3
2023-06-27 19:00:00,2023-06-27T12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,85,137.1,46.0,19.0,35.0,28.0,46.0,75,0.0,1006.0,83,28.6,1.0
2023-06-27 20:00:00,2023-06-27T13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,98,141.0,44.3,18.3,42.5,34.0,41.3,79,0.0,1006.0,85,28.3,0.7
2023-06-27 21:00:00,2023-06-27T14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,74,144.9,42.7,17.7,28.8,23.0,36.7,83,0.0,1007.0,87,28.0,0.3
2023-06-27 22:00:00,2023-06-27T15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,50,148.8,41.0,17.0,15.0,12.0,32.0,87,0.5,1008.0,89,27.7,2.8
2023-06-27 23:00:00,2023-06-27T16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,50,129.4,33.3,24.3,15.0,12.0,28.3,83,0.0,1008.0,91,27.7,0.3
2023-06-28 00:00:00,2023-06-27T17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,42,109.9,25.7,31.7,12.5,10.0,24.7,79,0.0,1007.0,93,27.6,0.7
2023-06-28 01:00:00,2023-06-27T18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,65,90.5,18.0,39.0,23.8,19.0,21.0,75,0.8,1007.0,94,27.6,1.0
2023-06-28 02:00:00,2023-06-27T19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,65,86.6,15.3,39.0,23.8,19.0,20.3,83,2.0,1007.0,95,27.1,0.7
2023-06-28 03:00:00,2023-06-27T20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,50,82.7,12.7,39.0,15.0,12.0,19.7,91,0.5,1007.0,95,26.7,0.3
2023-06-28 04:00:00,2023-06-27T21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,50,78.8,10.0,39.0,15.0,12.0,19.0,100,1.8,1006.0,95,26.2,2.0
2023-06-28 05:00:00,2023-06-27T22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,42,86.8,12.7,37.3,12.5,10.0,22.3,95,8.0,1007.0,95,26.2,1.6
2023-06-28 06:00:00,2023-06-27T23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,46,94.7,15.3,35.7,13.8,11.0,25.7,91,3.8,1007.0,95,26.2,2.0
2023-06-28 07:00:00,2023-06-28T00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,50,102.7,18.0,34.0,15.0,12.0,29.0,87,1.5,1007.0,95,26.2,1.6
2023-06-28 08:00:00,2023-06-28T01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,50,95.1,15.0,48.0,15.0,12.0,31.3,83,0.0,1008.0,89,27.8,0.7
2023-06-28 09:00:00,2023-06-28T02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,63,87.5,12.0,62.0,22.5,18.0,33.7,79,0.0,1008.0,83,29.4,1.3
2023-06-28 10:00:00,2023-06-28T03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,63,80.0,9.0,76.0,22.5,18.0,36.0,75,0.0,1008.0,78,31.0,2.0
2023-06-28 11:00:00,2023-06-28T04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,63,78.2,7.3,86.0,22.5,18.0,33.0,66,0.0,1008.0,72,31.8,2.3
2023-06-28 12:00:00,2023-06-28T05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,63,76.5,5.7,96.0,22.5,18.0,30.0,58,0.0,1007.0,67,32.7,2.7
2023-06-28 13:00:00,2023-06-28T06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,74.7,4.0,106.0,20.0,16.0,27.0,50,0.0,1006.0,63,33.5,3.0
2023-06-28 14:00:00,2023-06-28T07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,61,75.1,5.0,98.7,21.3,17.0,27.7,54,0.0,1005.0,64,33.5,2.7
2023-06-28 15:00:00,2023-06-28T08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,54,75.5,6.0,91.3,17.5,14.0,28.3,58,0.5,1004.0,65,33.5,2.3
2023-06-28 16:00:00,2023-06-28T09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,52,75.9,7.0,84.0,16.3,13.0,29.0,62,0.5,1004.0,67,33.5,2.0
2023-06-28 17:00:00,2023-06-28T10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,46,85.2,15.3,67.3,13.8,11.0,30.3,50,0.0,1004.0,69,32.6,2.3
2023-06-28 18:00:00,2023-06-28T11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,76,94.5,23.7,50.7,30.0,24.0,31.7,37,0.0,1004.0,72,31.6,2.7
2023-06-28 19:00:00,2023-06-28T12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,76,103.9,32.0,34.0,30.0,24.0,33.0,25,0.0,1004.0,75,30.7,3.0
2023-06-28 20:00:00,2023-06-28T13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,67,102.9,30.0,31.7,25.0,20.0,31.0,29,0.0,1005.0,79,30.2,2.7
2023-06-28 21:00:00,2023-06-28T14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,67,101.9,28.0,29.3,25.0,20.0,29.0,33,0.0,1006.0,83,29.7,2.3
2023-06-28 22:00:00,2023-06-28T15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,101.0,26.0,27.0,20.0,16.0,27.0,37,0.0,1006.0,87,29.2,2.0
2023-06-28 23:00:00,2023-06-28T16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,63,90.1,21.3,29.7,22.5,18.0,25.7,33,0.0,1006.0,88,29.0,1.3
2023-06-29 00:00:00,2023-06-28T17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,79.2,16.7,32.3,20.0,16.0,24.3,29,0.0,1005.0,90,28.7,0.7
2023-06-29 01:00:00,2023-06-28T18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,46,68.3,12.0,35.0,13.8,11.0,23.0,25,0.0,1005.0,91,28.5,3.2
2023-06-29 02:00:00,2023-06-28T19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,42,68.7,10.7,37.0,12.5,10.0,24.0,20,0.0,1005.0,91,28.4,3.2
2023-06-29 03:00:00,2023-06-28T20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,50,69.1,9.3,39.0,15.0,12.0,25.0,16,0.0,1005.0,91,28.2,2.8
2023-06-29 04:00:00,2023-06-28T21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,37,69.4,8.0,41.0,11.3,9.0,26.0,12,0.0,1005.0,92,28.1,2.4
2023-06-29 05:00:00,2023-06-28T22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,42,76.1,9.7,43.3,12.5,10.0,28.0,12,0.0,1005.0,91,28.4,0.3
2023-06-29 06:00:00,2023-06-28T23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,82.7,11.3,45.7,20.0,16.0,30.0,12,0.0,1005.0,91,28.7,0.7
2023-06-29 07:00:00,2023-06-29T00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,50,89.3,13.0,48.0,15.0,12.0,32.0,12,0.0,1006.0,90,29.0,1.0
2023-06-29 08:00:00,2023-06-29T01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,91.0,11.7,61.3,20.0,16.0,33.7,29,0.0,1005.0,85,30.0,2.0
2023-06-29 09:00:00,2023-06-29T02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,69,92.8,10.3,74.7,26.3,21.0,35.3,45,0.0,1005.0,80,31.0,3.0
2023-06-29 10:00:00,2023-06-29T03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,72,94.5,9.0,88.0,27.5,22.0,37.0,62,0.0,1005.0,75,32.0,4.0
2023-06-29 11:00:00,2023-06-29T04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,76,92.2,7.7,99.3,30.0,24.0,35.3,62,0.0,1004.0,69,32.9,2.7
2023-06-29 12:00:00,2023-06-29T05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,87,89.9,6.3,110.7,36.3,29.0,33.7,62,0.0,1003.0,64,33.7,1.3
2023-06-29 13:00:00,2023-06-29T06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,76,87.5,5.0,122.0,30.0,24.0,32.0,62,0.0,1002.0,59,34.6,2.8
2023-06-29 14:00:00,2023-06-29T07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,87.0,6.0,117.0,20.0,16.0,31.7,50,0.0,1001.0,57,34.9,0.7
2023-06-29 15:00:00,2023-06-29T08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,72,86.4,7.0,112.0,27.5,22.0,31.3,37,0.0,1001.0,56,35.3,1.3
2023-06-29 16:00:00,2023-06-29T09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,69,85.8,8.0,107.0,26.3,21.0,31.0,25,0.0,1000.0,54,35.6,2.0
2023-06-29 17:00:00,2023-06-29T10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,67,94.7,15.3,87.3,25.0,20.0,31.0,41,0.0,1000.0,60,34.4,2.3
2023-06-29 18:00:00,2023-06-29T11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,67,103.7,22.7,67.7,25.0,20.0,31.0,58,0.0,1000.0,67,33.2,2.7
2023-06-29 19:00:00,2023-06-29T12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,76,112.6,30.0,48.0,30.0,24.0,31.0,75,0.0,1000.0,74,32.0,3.0
2023-06-29 20:00:00,2023-06-29T13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,74,113.6,27.7,46.0,28.8,23.0,28.7,66,0.0,1000.0,76,31.6,2.8
2023-06-29 21:00:00,2023-06-29T14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,74,114.6,25.3,44.0,28.8,23.0,26.3,58,0.0,1001.0,79,31.2,2.7
2023-06-29 22:00:00,2023-06-29T15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,61,115.6,23.0,42.0,21.3,17.0,24.0,50,0.0,1001.0,82,30.8,2.5
2023-06-29 23:00:00,2023-06-29T16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,61,108.7,18.7,47.3,21.3,17.0,23.3,41,0.0,1001.0,84,30.4,2.3
2023-06-30 00:00:00,2023-06-29T17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,61,101.9,14.3,52.7,21.3,17.0,22.7,33,0.0,1002.0,87,30.0,2.2
2023-06-30 01:00:00,2023-06-29T18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,78,95.1,10.0,58.0,31.3,25.0,22.0,25,0.0,1002.0,90,29.6,2.0
2023-06-30 02:00:00,2023-06-29T19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,63,92.4,8.0,59.7,22.5,18.0,21.0,41,0.0,1002.0,91,29.5,1.3
2023-06-30 03:00:00,2023-06-29T20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,89.7,6.0,61.3,20.0,16.0,20.0,58,0.0,1001.0,92,29.3,0.7
2023-06-30 04:00:00,2023-06-29T21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,67,87.0,4.0,63.0,25.0,20.0,19.0,75,0.0,1001.0,93,29.2,2.0
2023-06-30 05:00:00,2023-06-29T22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,90.5,6.0,59.0,20.0,16.0,22.7,77,0.0,1001.0,90,29.9,0.3
2023-06-30 06:00:00,2023-06-29T23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,94.0,8.0,55.0,20.0,16.0,26.3,79,0.0,1001.0,86,30.6,0.7
2023-06-30 07:00:00,2023-06-30T00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,63,97.5,10.0,51.0,22.5,18.0,30.0,81,0.0,1002.0,83,31.4,1.0
2023-06-30 08:00:00,2023-06-30T01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,74,100.4,9.7,72.3,28.8,23.0,35.3,83,0.0,1002.0,80,32.1,1.3
2023-06-30 09:00:00,2023-06-30T02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,76,103.3,9.3,93.7,30.0,24.0,40.7,85,0.0,1002.0,77,32.8,1.7
2023-06-30 10:00:00,2023-06-30T03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,69,106.2,9.0,115.0,26.3,21.0,46.0,87,0.0,1002.0,74,33.5,2.0
2023-06-30 11:00:00,2023-06-30T04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,69,104.1,8.0,124.0,26.3,21.0,43.7,83,0.0,1001.0,69,34.1,2.3
2023-06-30 12:00:00,2023-06-30T05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,80,101.9,7.0,133.0,32.5,26.0,41.3,79,0.0,1001.0,64,34.6,2.7
2023-06-30 13:00:00,2023-06-30T06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,78,99.8,6.0,142.0,30.0,24.0,39.0,75,0.0,1000.0,60,35.2,3.0
2023-06-30 14:00:00,2023-06-30T07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,76,100.6,7.0,135.0,30.0,24.0,38.7,75,0.0,999.0,56,35.9,2.7
2023-06-30 15:00:00,2023-06-30T08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,72,101.4,8.0,128.0,27.5,22.0,38.3,75,0.0,999.0,53,36.5,2.3
2023-06-30 16:00:00,2023-06-30T09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,74,102.1,9.0,121.0,28.8,23.0,38.0,75,0.0,998.0,50,37.2,2.0
2023-06-30 17:00:00,2023-06-30T10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,78,379.0,16.1,117.7,31.3,25.0,35.1,70,0.0,998.0,55,36.2,2.0
2023-06-30 18:00:00,2023-06-30T11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,78,655.9,23.3,114.4,31.3,25.0,32.3,66,0.0,998.0,61,35.2,2.0
2023-06-30 19:00:00,2023-06-30T12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,89,932.8,30.4,111.2,37.5,30.0,29.4,62,0.0,998.0,67,34.2,2.0
2023-06-30 20:00:00,2023-06-30T13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,134,924.9,31.3,88.7,60.0,48.0,28.2,70,0.0,999.0,70,33.3,2.0
2023-06-30 21:00:00,2023-06-30T14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,98,917.0,32.2,66.3,42.5,34.0,27.0,79,0.0,1000.0,74,32.5,2.0
2023-06-30 22:00:00,2023-06-30T15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,85,909.1,33.0,43.9,35.0,28.0,25.8,87,0.0,1001.0,77,31.6,2.0
2023-06-30 23:00:00,2023-06-30T16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,69,844.8,30.9,36.0,26.3,21.0,23.1,83,0.0,1001.0,80,31.2,2.0
2023-07-01 00:00:00,2023-06-30T17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,67,780.6,28.8,28.1,25.0,20.0,20.3,79,0.0,1001.0,84,30.9,2.0
2023-07-01 01:00:00,2023-06-30T18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,67,716.3,26.6,20.3,25.0,20.0,17.5,75,0.5,1001.0,87,30.5,2.0
2023-07-01 02:00:00,2023-06-30T19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,67,742.0,25.4,15.6,25.0,20.0,15.2,75,0.5,1000.0,88,30.3,1.7
2023-07-01 03:00:00,2023-06-30T20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,52,767.7,24.2,11.0,16.3,13.0,12.9,75,0.0,1000.0,89,30.2,1.3
2023-07-01 04:00:00,2023-06-30T21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,52,793.3,23.0,6.3,16.3,13.0,10.6,75,2.0,1000.0,91,30.0,1.0
2023-07-01 05:00:00,2023-06-30T22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,63,846.0,22.3,6.1,22.5,18.0,11.9,70,0.5,1000.0,90,30.2,1.0
2023-07-01 06:00:00,2023-06-30T23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,93,898.7,21.6,5.9,40.0,32.0,13.1,66,0.0,1001.0,89,30.3,1.0
2023-07-01 07:00:00,2023-07-01T00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,87,951.4,20.8,5.7,36.3,29.0,14.4,62,0.0,1001.0,89,30.5,1.0
2023-07-01 08:00:00,2023-07-01T01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,76,930.6,23.0,27.8,30.0,24.0,17.6,66,0.0,1002.0,83,31.6,1.0
2023-07-01 09:00:00,2023-07-01T02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,85,909.8,25.1,50.0,35.0,28.0,20.7,70,0.0,1002.0,78,32.6,1.0
2023-07-01 10:00:00,2023-07-01T03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,85,888.9,27.3,72.1,35.0,28.0,23.9,75,0.0,1002.0,73,33.7,1.0
2023-07-01 11:00:00,2023-07-01T04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,82,865.1,22.5,98.8,33.8,27.0,22.3,75,0.0,1002.0,66,34.6,1.0
2023-07-01 12:00:00,2023-07-01T05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,85,841.3,17.8,125.5,35.0,28.0,20.8,75,0.0,1001.0,59,35.6,1.0
2023-07-01 13:00:00,2023-07-01T06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,90,817.5,13.0,152.2,37.5,30.0,19.2,75,0.0,1001.0,54,36.5,1.0
2023-07-01 14:00:00,2023-07-01T07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,93,796.6,12.7,154.7,38.8,31.0,18.6,75,0.0,1000.0,53,36.6,1.0
2023-07-01 15:00:00,2023-07-01T08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,97,775.7,12.3,157.2,27.5,22.0,18.1,75,0.0,999.0,52,36.6,1.0
2023-07-01 16:00:00,2023-07-01T09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,100,754.8,12.0,159.7,37.5,30.0,17.5,75,0.0,999.0,51,36.7,1.0
2023-07-01 17:00:00,2023-07-01T10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,121,539.4,11.7,136.8,53.8,43.0,25.7,70,1.0,999.0,58,35.5,1.3
2023-07-01 18:00:00,2023-07-01T11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,121,324.0,11.3,113.9,53.8,43.0,33.8,66,0.0,999.0,65,34.4,1.7
2023-07-01 19:00:00,2023-07-01T12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,107,108.5,11.0,91.0,47.5,38.0,42.0,62,0.0,999.0,72,33.2,2.0
2023-07-01 20:00:00,2023-07-01T13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,107,105.4,10.3,83.7,47.5,38.0,37.3,58,0.0,1000.0,74,32.6,2.3
2023-07-01 21:00:00,2023-07-01T14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,123,102.3,9.7,76.3,55.0,44.0,32.7,54,0.0,1001.0,75,32.1,2.7
2023-07-01 22:00:00,2023-07-01T15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,76,99.2,9.0,69.0,30.0,24.0,28.0,50,0.0,1002.0,76,31.5,3.0
2023-07-01 23:00:00,2023-07-01T16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,76,88.7,8.0,67.0,30.0,24.0,24.7,45,0.0,1002.0,78,31.2,2.3
2023-07-02 00:00:00,2023-07-01T17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,63,78.2,7.0,65.0,22.5,18.0,21.3,41,0.0,1002.0,80,30.8,1.7
2023-07-02 01:00:00,2023-07-01T18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,65,67.7,6.0,63.0,23.8,19.0,18.0,37,0.0,1002.0,83,30.5,1.0
2023-07-02 02:00:00,2023-07-01T19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,61,71.2,6.7,58.3,21.3,17.0,22.3,33,0.0,1002.0,85,30.2,1.0
2023-07-02 03:00:00,2023-07-01T20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,61,74.7,7.3,53.7,21.3,17.0,26.7,29,0.0,1001.0,88,30.0,1.0
2023-07-02 04:00:00,2023-07-01T21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,95,78.2,8.0,49.0,41.3,33.0,31.0,25,0.0,1001.0,90,29.7,1.0
